area_code,area,item_code,item,element,year,unit,value,_source,_domain
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2016,kcal/cap/d,1.65,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2017,kcal/cap/d,0.92,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2018,kcal/cap/d,1.13,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2019,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2020,kcal/cap/d,0.44,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2021,kcal/cap/d,2.16,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2022,kcal/cap/d,2.35,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2010,kg/cap,10.66,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2011,kg/cap,10.28,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2012,kg/cap,11.63,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2013,kg/cap,11.36,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2014,kg/cap,0.28,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2015,kg/cap,0.31,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2016,kg/cap,0.19,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2017,kg/cap,0.11,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2018,kg/cap,0.13,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2019,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2020,kg/cap,0.05,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2021,kg/cap,0.25,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply quantity (kg/capita/yr),2022,kg/cap,0.27,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2010,kcal/cap/d,43.64,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2011,kcal/cap/d,43.35,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2012,kcal/cap/d,43.38,bulk,FBS_BULK
